                                       **
                                       Transient Analysis  Tue Nov 29 00:03:55  2022
--------------------------------------------------------------------------------
Index   time            pow             
--------------------------------------------------------------------------------
0	0.000000e+00	2.015906e-09	
1	1.000000e-12	-1.97746e-03	
2	2.000000e-12	-2.12748e-03	
3	4.000000e-12	-2.27659e-03	
4	8.000000e-12	-2.40854e-03	
5	1.600000e-11	-2.35212e-03	
6	3.200000e-11	-1.73621e-03	
7	6.400000e-11	1.435339e-04	
8	1.000000e-10	3.544171e-03	
9	1.064000e-10	2.158643e-03	
10	1.192000e-10	1.609480e-03	
11	1.448000e-10	1.667921e-03	
12	1.943985e-10	1.749147e-03	
13	2.781084e-10	1.459682e-03	
14	3.619003e-10	7.832830e-04	
15	4.474977e-10	2.677660e-03	
16	5.446893e-10	9.294374e-04	
17	6.446893e-10	2.193177e-03	
18	7.446893e-10	5.882779e-04	
19	8.298984e-10	2.200277e-03	
20	9.203000e-10	1.231328e-04	
21	1.008608e-09	1.935334e-03	
22	1.108608e-09	1.485176e-04	
23	1.208472e-09	1.779894e-03	
24	1.299573e-09	-6.88728e-05	
25	1.382768e-09	1.762090e-03	
26	1.469416e-09	2.157807e-04	
27	1.544504e-09	1.554592e-03	
28	1.625032e-09	1.595992e-04	
29	1.704303e-09	1.263781e-03	
30	1.782309e-09	4.405553e-04	
31	1.848071e-09	1.175894e-03	
32	1.919524e-09	3.731068e-04	
33	2.017776e-09	9.446019e-04	
34	2.092009e-09	1.330203e-04	
35	2.172649e-09	6.802907e-04	
36	2.268579e-09	8.756707e-05	
37	2.357716e-09	6.937655e-04	
38	2.452781e-09	1.728298e-04	
39	2.552781e-09	5.822718e-04	
40	2.652781e-09	-2.10399e-04	
41	2.752685e-09	2.616681e-04	
42	2.852685e-09	-2.38176e-04	
43	2.952685e-09	2.274097e-04	
44	3.052685e-09	-2.13162e-04	
45	3.152685e-09	2.040239e-04	
46	3.252685e-09	-1.92705e-04	
47	3.352685e-09	1.850755e-04	
48	3.452685e-09	-1.75608e-04	
49	3.552685e-09	1.691502e-04	
50	3.652685e-09	-1.61062e-04	
51	3.752685e-09	1.555486e-04	
52	3.852685e-09	-1.48550e-04	
53	3.952685e-09	1.438144e-04	
54	4.052685e-09	-1.37706e-04	

Index   time            pow             
--------------------------------------------------------------------------------
55	4.152685e-09	1.336178e-04	
56	4.252685e-09	-1.28250e-04	
57	4.352685e-09	1.247128e-04	
58	4.452685e-09	-1.19974e-04	
59	4.552685e-09	1.169065e-04	
60	4.652685e-09	-1.12705e-04	
61	4.752685e-09	1.100422e-04	
62	4.852685e-09	-1.06303e-04	
63	4.952685e-09	1.039912e-04	
64	5.052685e-09	-1.00654e-04	
65	5.152685e-09	9.864550e-05	
66	5.252685e-09	-9.56575e-05	
67	5.352685e-09	9.391380e-05	
68	5.452685e-09	-9.12312e-05	
69	5.552685e-09	8.971836e-05	
70	5.652685e-09	-8.73036e-05	
71	5.752685e-09	8.599247e-05	
72	5.852685e-09	-8.38133e-05	
73	5.952685e-09	8.267871e-05	
74	6.052685e-09	-8.07070e-05	
75	6.152685e-09	7.972678e-05	
76	6.252685e-09	-7.79382e-05	
77	6.352685e-09	7.709339e-05	
78	6.452685e-09	-7.54668e-05	
79	6.552685e-09	7.474062e-05	
80	6.652685e-09	-7.32577e-05	
81	6.752685e-09	7.263536e-05	
82	6.852685e-09	-7.12797e-05	
83	6.952685e-09	7.074875e-05	
84	7.052685e-09	-6.95060e-05	
85	7.152685e-09	6.905482e-05	
86	7.252685e-09	-6.79123e-05	
87	7.352685e-09	6.753117e-05	
88	7.452685e-09	-6.64781e-05	
89	7.552685e-09	6.615822e-05	
90	7.652685e-09	-6.51848e-05	
91	7.752685e-09	6.491870e-05	
92	7.852685e-09	-6.40165e-05	
93	7.952685e-09	6.379762e-05	
94	8.052685e-09	-6.29590e-05	
95	8.152685e-09	6.278152e-05	
96	8.252685e-09	-6.20000e-05	
97	8.352685e-09	6.185874e-05	
98	8.452685e-09	-6.11285e-05	
99	8.552685e-09	6.101896e-05	
100	8.652685e-09	-6.03348e-05	
101	8.752685e-09	6.025307e-05	
102	8.852685e-09	-5.96103e-05	
103	8.952685e-09	5.955291e-05	
